program	description	title	author	source_url
pmk01.txt	pmk01.md	Казино	Евгений Век	https://lordbss.narod.ru/pmk01.html
pmk206.txt	pmk206.md	Капитан	А. Тимошкин	https://lordbss.narod.ru/pmk206.html
pmk78.txt	pmk78.md	Капрал	Сергей Устюгов	https://lordbss.narod.ru/pmk78.html
pmk30.txt	pmk30.md	Каратэ	Роман Шубочкин	https://lordbss.narod.ru/pmk30.html
pmk40.txt	pmk40.md	Каратэ-2	Павел Меркулов	https://lordbss.narod.ru/pmk40.html
pmk31.txt	pmk31.md	Каратэ-М	Александр Михолап	https://lordbss.narod.ru/pmk31.html
pmk50.txt	pmk50.md	Каратэ-XM	автор неизвестен	https://lordbss.narod.ru/pmk50.html
pmk89.txt	pmk89.md	Каскадёр	Владимир Лазарев	https://lordbss.narod.ru/pmk89.html
pmk16.txt	pmk16.md	Кибер-убийца	Сергей Чурсанов	https://lordbss.narod.ru/pmk16.html
pmk190.txt	pmk190.md	Кладоискатель	Сергей Чурсанов	https://lordbss.narod.ru/pmk190.html
pmk41.txt	pmk41.md	Клинги	Сергей Чурсанов	https://lordbss.narod.ru/pmk41.html
pmk42.txt	pmk42.md	Клинги-2	Сергей Чурсанов	https://lordbss.narod.ru/pmk42.html
pmk43.txt	pmk43.md	Клинги-2М2	Александр Михолап	https://lordbss.narod.ru/pmk43.html
pmk143.txt	pmk143.md	Клондайк	А. Щекалев	https://lordbss.narod.ru/pmk143.html
pmk80.txt	pmk80.md	Командос	Владимир Трофимчук	https://lordbss.narod.ru/pmk80.html
pmk90.txt	pmk90.md	Командос-2	Владимир Трофимчук	https://lordbss.narod.ru/pmk90.html
pmk242.txt	pmk242.md	Комбинат	Сергей Блищавенко	https://lordbss.narod.ru/pmk242.html
pmk14.txt	pmk14.md	Комиссар полиции	А. Щекалев	https://lordbss.narod.ru/pmk14.html
pmk245.txt	pmk245.md	Королевство	Б. Воронкевич	https://lordbss.narod.ru/pmk245.html
pmk05.txt	pmk05.md	Короткое замыкание	Анатолий Кондратьев	https://lordbss.narod.ru/pmk05.html
pmk25.txt	pmk25.md	Космическая одиссея	Сергей Чурсанов	https://lordbss.narod.ru/pmk25.html
pmk168.txt	pmk168.md	Космическая станция	Сергей Чурсанов	https://lordbss.narod.ru/pmk168.html
pmk216.txt	pmk216.md	Космический десант	М. Голиков	https://lordbss.narod.ru/pmk216.html
pmk114.txt	pmk114.md	Космический курьер	В. Масенков, Михаил Лялин	https://lordbss.narod.ru/pmk114.html
pmk07.txt	pmk07.md	Космопол	Александр Михолап	https://lordbss.narod.ru/pmk07.html
pmk97.txt	pmk97.md	Кубок Кларенса	Сергей Шкуратов	https://lordbss.narod.ru/pmk97.html
pmk226.txt	pmk226.md	КЧППП	С. Андрианов	https://lordbss.narod.ru/pmk226.html
pmk17.txt	pmk17.md	Кэндо	С. Ефремов, Михаил Лялин	https://lordbss.narod.ru/pmk17.html
pmk220.txt	pmk220.md	Лабиринт	С. Гета	https://lordbss.narod.ru/pmk220.html
pmk221.txt	pmk221.md	Лабиринт 8*13	А. Н. Гришин	https://lordbss.narod.ru/pmk221.html
pmk160.txt	pmk160.md	Ловкач	Владимир Лазарев	https://lordbss.narod.ru/pmk160.html
pmk161.txt	pmk161.md	Ловкач-видео	Сергей Чурсанов	https://lordbss.narod.ru/pmk161.html
pmk68.txt	pmk68.md	М-ский треугольник	Владимир Трофимчук	https://lordbss.narod.ru/pmk68.html
pmk109.txt	pmk109.md	Магия цифр	Владимир Хмелюк	https://lordbss.narod.ru/pmk109.html
pmk04.txt	pmk04.md	Мафиози	А. Камоедов	https://lordbss.narod.ru/pmk04.html
pmk176.txt	pmk176.md	Менеджер	А. Цященко, Александер Крючков	https://lordbss.narod.ru/pmk176.html
pmk173.txt	pmk173.md	Менеджер	Олег Хажинский	https://lordbss.narod.ru/pmk173.html
pmk61.txt	pmk61.md	Мёртвая зона-I	Сергей Устюгов	https://lordbss.narod.ru/pmk61.html
pmk62.txt	pmk62.md	Мёртвая зона-II	Сергей Устюгов	https://lordbss.narod.ru/pmk62.html
pmk63.txt	pmk63.md	Мёртвая зона-III	Сергей Устюгов	https://lordbss.narod.ru/pmk63.html
pmk174.txt	pmk174.md	Монополия	Олег Хажинский	https://lordbss.narod.ru/pmk174.html
pmk54.txt	pmk54.md	Монте-Карло	Анатолий Кондратьев	https://lordbss.narod.ru/pmk54.html
pmk74.txt	pmk74.md	Монти	Евгений Век	https://lordbss.narod.ru/pmk74.html
pmk235.txt	pmk235.md	Морской бой	Сергей Кузнецов, Виктор Распопов	https://lordbss.narod.ru/pmk235.html
pmk98.txt	pmk98.md	Мото	Сергей Устюгов	https://lordbss.narod.ru/pmk98.html
pmk238.txt	pmk238.md	Мятежник	Сергей Шинкевич	https://lordbss.narod.ru/pmk238.html
pmk224.txt	pmk224.md	Небоскрёб	Владимир Трофимчук	https://lordbss.narod.ru/pmk224.html
pmk15.txt	pmk15.md	Ниндзя-терминатор	Владимир Трофимчук	https://lordbss.narod.ru/pmk15.html
pmk86.txt	pmk86.md	Обгон	Евгений Век	https://lordbss.narod.ru/pmk86.html
pmk46.txt	pmk46.md	Оборотни	Сергей Устюгов	https://lordbss.narod.ru/pmk46.html
pmk163.txt	pmk163.md	Опасная игра	Сергей Тарасов	https://lordbss.narod.ru/pmk163.html
pmk141.txt	pmk141.md	Орегон	Сергей Чурсанов	https://lordbss.narod.ru/pmk141.html
pmk142.txt	pmk142.md	Орегон-2	автор неизвестен	https://lordbss.narod.ru/pmk142.html
pmk140.txt	pmk140.md	Орегонская тропа	автор неизвестен	https://lordbss.narod.ru/pmk140.html
pmk79.txt	pmk79.md	Остров	Вадим Мазур	https://lordbss.narod.ru/pmk79.html
pmk243.txt	pmk243.md	Остров (Колхоз)	Владимир Алексеев	https://lordbss.narod.ru/pmk243.html
pmk184.txt	pmk184.md	Охота на динозавров	Владимир Трофимчук	https://lordbss.narod.ru/pmk184.html
pmk49.txt	pmk49.md	Охота на лис	Юрий Иванов, Павел Иртюга	https://lordbss.narod.ru/pmk49.html
pmk185.txt	pmk185.md	Охота на скалоеда	М. Пухов	https://lordbss.narod.ru/pmk185.html
pmk183.txt	pmk183.md	Охота на склюпиков	Александр Клишин	https://lordbss.narod.ru/pmk183.html
pmk150.txt	pmk150.md	Очко	Евгений Век	https://lordbss.narod.ru/pmk150.html
pmk158.txt	pmk158.md	Папаго	Владимир Трофимчук	https://lordbss.narod.ru/pmk158.html
pmk166.txt	pmk166.md	Первопроходец	Игорь Вершинин	https://lordbss.narod.ru/pmk166.html
pmk165.txt	pmk165.md	Передовой отряд	П. Аронович	https://lordbss.narod.ru/pmk165.html
pmk118.txt	pmk118.md	Перехват	В. Масенков, Михаил Лялин	https://lordbss.narod.ru/pmk118.html
pmk205.txt	pmk205.md	Перехватчик	Сергей Чурсанов	https://lordbss.narod.ru/pmk205.html
pmk196.txt	pmk196.md	Пещера сюрпризов	Игорь Вершинин	https://lordbss.narod.ru/pmk196.html
pmk115.txt	pmk115.md	Побег из системы X	А. Лотохов	https://lordbss.narod.ru/pmk115.html
pmk47.txt	pmk47.md	Погоня	Сергей Шинкевич	https://lordbss.narod.ru/pmk47.html
pmk187.txt	pmk187.md	Погоня в лесу	Александр Михолап	https://lordbss.narod.ru/pmk187.html
pmk70.txt	pmk70.md	Поединок	Евгений Век	https://lordbss.narod.ru/pmk70.html
pmk217.txt	pmk217.md	Поединок на орбите	Игорь Вершинин	https://lordbss.narod.ru/pmk217.html
pmk157.txt	pmk157.md	Покер	А. Нилин	https://lordbss.narod.ru/pmk157.html
pmk19.txt	pmk19.md	Покер M-C	Анатолий Кондратьев	https://lordbss.narod.ru/pmk19.html
pmk139.txt	pmk139.md	Полёт в созвездие чёрных дыр	А. Н. Гришин	https://lordbss.narod.ru/pmk139.html
pmk26.txt	pmk26.md	Полигон	А. Астафьев	https://lordbss.narod.ru/pmk26.html
pmk38.txt	pmk38.md	Посадка на Луну	Ярослав Садовский	https://lordbss.narod.ru/pmk38.html
pmk147.txt	pmk147.md	Притон	Евгений Век	https://lordbss.narod.ru/pmk147.html
pmk178.txt	pmk178.md	Проститутка	С. Андрианов	https://lordbss.narod.ru/pmk178.html
pmk227.txt	pmk227.md	Публичный дом	С. Андрианов	https://lordbss.narod.ru/pmk227.html
pmk199.txt	pmk199.md	Путешествие	Владимир Трофимчук	https://lordbss.narod.ru/pmk199.html
pmk35.txt	pmk35.md	Рабы обмена разумов	Анатолий Кондратьев	https://lordbss.narod.ru/pmk35.html
pmk225.txt	pmk225.md	Роботекс	Владимир Трофимчук	https://lordbss.narod.ru/pmk225.html
pmk60.txt	pmk60.md	Рукопашный бой	Евгений Век	https://lordbss.narod.ru/pmk60.html
pmk148.txt	pmk148.md	Рулетка	Михаил Лялин	https://lordbss.narod.ru/pmk148.html
pmk186.txt	pmk186.md	Рыбалка	А. Лотохов	https://lordbss.narod.ru/pmk186.html
pmk195.txt	pmk195.md	Рыцарь	Владимир Трофимчук	https://lordbss.narod.ru/pmk195.html
pmk188.txt	pmk188.md	Садист	Евгений Век	https://lordbss.narod.ru/pmk188.html
pmk39.txt	pmk39.md	Сапёр	Олег Булычёв	https://lordbss.narod.ru/pmk39.html
pmk180.txt	pmk180.md	Сафари	Сергей Чурсанов	https://lordbss.narod.ru/pmk180.html
pmk69.txt	pmk69.md	Сказка	Владимир Сивицкий	https://lordbss.narod.ru/pmk69.html
pmk105.txt	pmk105.md	Сказка	Владимир Трофимчук	https://lordbss.narod.ru/pmk105.html
pmk189.txt	pmk189.md	Скала	С. И. Пономарёв	https://lordbss.narod.ru/pmk189.html
pmk241.txt	pmk241.md	Скорпион	Олег Хажинский	https://lordbss.narod.ru/pmk241.html
pmk222.txt	pmk222.md	Сокобан	А. Н. Гришин, Владимир Трофимчук	https://lordbss.narod.ru/pmk222.html
pmk167.txt	pmk167.md	Сокровище	Евгений Бредня	https://lordbss.narod.ru/pmk167.html
pmk136.txt	pmk136.md	Солдат удачи-2	Дмитрий Родионов	https://lordbss.narod.ru/pmk136.html
pmk146.txt	pmk146.md	Спартак	Вадим Куняев, Владимир Трофимчук	https://lordbss.narod.ru/pmk146.html
pmk228.txt	pmk228.md	Спелеолог	Владимир Лазарев	https://lordbss.narod.ru/pmk228.html
pmk108.txt	pmk108.md	Сталкер	Владимир Трофимчук	https://lordbss.narod.ru/pmk108.html
pmk209.txt	pmk209.md	Стингер	Сергей Чурсанов	https://lordbss.narod.ru/pmk209.html
pmk198.txt	pmk198.md	Страна великанов	Владимир Трофимчук	https://lordbss.narod.ru/pmk198.html
pmk197.txt	pmk197.md	Страна монстров	Владимир Трофимчук	https://lordbss.narod.ru/pmk197.html
pmk215.txt	pmk215.md	Стратегическая бомбардировка	Сергей Тарасов	https://lordbss.narod.ru/pmk215.html
pmk208.txt	pmk208.md	Субмарина	Сергей Шинкевич	https://lordbss.narod.ru/pmk208.html
pmk85.txt	pmk85.md	Супертрасса	Сергей Устюгов	https://lordbss.narod.ru/pmk85.html
pmk132.txt	pmk132.md	Спрут	Владимир Сивицкий	https://lordbss.narod.ru/pmk132.html
pmk246.txt	pmk246.md	Супер-пушка	автор неизвестен	https://lordbss.narod.ru/pmk246.html
pmk236.txt	pmk236.md	Сыщик	П. Гурин	https://lordbss.narod.ru/pmk236.html
pmk131.txt	pmk131.md	Тайны океана	Михаил Храмов	https://lordbss.narod.ru/pmk131.html
pmk133.txt	pmk133.md	Тайны океана-3	Сергей Чурсанов	https://lordbss.narod.ru/pmk133.html
pmk134.txt	pmk134.md	Тайны океана-4	Евгений Век	https://lordbss.narod.ru/pmk134.html
pmk121.txt	pmk121.md	Тетрис	Александр Михолап	https://lordbss.narod.ru/pmk121.html
pmk125.txt	pmk125.md	Тетрис	Дмитрий Моргунов	https://lordbss.narod.ru/pmk125.html
pmk231.txt	pmk231.md	Тир	Сергей Тарасов, Александр Клишин	https://lordbss.narod.ru/pmk231.html
pmk232.txt	pmk232.md	Тир-2	Сергей Тарасов, Александр Клишин	https://lordbss.narod.ru/pmk232.html
pmk71.txt	pmk71.md	Том и Джерри	В. Бычков, Евгений Век	https://lordbss.narod.ru/pmk71.html
pmk72.txt	pmk72.md	Том и Джерри-2	Евгений Век	https://lordbss.narod.ru/pmk72.html
pmk154.txt	pmk154.md	Тотализатор	автор неизвестен	https://lordbss.narod.ru/pmk154.html
pmk84.txt	pmk84.md	Трасса	Сергей Чурсанов	https://lordbss.narod.ru/pmk84.html
pmk144.txt	pmk144.md	Тропа	Юрий Волков	https://lordbss.narod.ru/pmk144.html
pmk194.txt	pmk194.md	Тутанхамон	Сергей Чурсанов	https://lordbss.narod.ru/pmk194.html
pmk29.txt	pmk29.md	Учебный полёт	Сергей Чуприн	https://lordbss.narod.ru/pmk29.html
pmk102.txt	pmk102.md	Фантастика	Владимир Трофимчук	https://lordbss.narod.ru/pmk102.html
pmk193.txt	pmk193.md	Фараон	Сергей Чурсанов	https://lordbss.narod.ru/pmk193.html
pmk171.txt	pmk171.md	Фондовая биржа	Сергей Блищавенко	https://lordbss.narod.ru/pmk171.html
pmk27.txt	pmk27.md	Фредди Крюгер	Владимир Трофимчук	https://lordbss.narod.ru/pmk27.html
pmk126.txt	pmk126.md	Футбол	Александр Михолап	https://lordbss.narod.ru/pmk126.html
pmk253.txt	pmk253.md	Челленджер	Андрей Ивушкин	https://lordbss.narod.ru/pmk253.html
pmk152.txt	pmk152.md	Чёрный ящик	Михаил Лялин	https://lordbss.narod.ru/pmk152.html
pmk18.txt	pmk18.md	Чужие	Сергей Устюгов	https://lordbss.narod.ru/pmk18.html
pmk247.txt	pmk247.md	Шахматы	Станислав Чегодаев	https://lordbss.narod.ru/pmk247.html
pmk248.txt	pmk248.md	Шашки-13-New	А. Н. Гришин	https://lordbss.narod.ru/pmk248.html
pmk24.txt	pmk24.md	Шериф	автор неизвестен	https://lordbss.narod.ru/pmk24.html
pmk179.txt	pmk179.md	Шлюха	А. Беликов	https://lordbss.narod.ru/pmk179.html
pmk204.txt	pmk204.md	Штурмовик	Сергей Чурсанов	https://lordbss.narod.ru/pmk204.html
pmk233.txt	pmk233.md	Электронный ринг	Виктор Распопов	https://lordbss.narod.ru/pmk233.html
pmk234.txt	pmk234.md	Электронный соперник	Сергей Кузнецов, Виктор Распопов	https://lordbss.narod.ru/pmk234.html
pmk129.txt	pmk129.md	Электронные городки	А. Зайцев	https://lordbss.narod.ru/pmk129.html
pmk59.txt	pmk59.md	Элита	Владимир Сивицкий	https://lordbss.narod.ru/pmk59.html
pmk64.txt	pmk64.md	Эльфы	Владимир Трофимчук	https://lordbss.narod.ru/pmk64.html
pmk252.txt	pmk252.md	Ядерный реактор	Андрей Ивушкин	https://lordbss.narod.ru/pmk252.html
pmk73.txt	pmk73.md	Янтарный гугон	Владимир Трофимчук	https://lordbss.narod.ru/pmk73.html
